uid,street,house,current_zone,snap_m,true_shortest_unconstrained_km,best_entry_id,best_entry_road,best_via_entry_km,via_entry_minus_free_km,entries_evaluated,all_entry_km_json,owner_review_required
w405000972,улица Алеку Руссо,10,4,99.6,5.369,Про-028,Главная улица,5.369,0.0,21,"{""Про-028"": 5.369, ""Про-029"": 7.8994, ""Про-030"": 6.9552, ""Про-031"": 5.8561, ""Про-032"": 9.968, ""Про-033"": 6.6306, ""Про-034"": 6.0885, ""Про-035"": 6.0885, ""Про-036"": 6.0885, ""Про-037"": 8.852, ""Про-038"": 7.5228, ""Про-039"": 8.4896, ""Про-040"": 8.0093, ""Про-041"": 8.8162, ""Про-042"": 9.6744, ""Про-043"": 9.1285, ""Про-044"": 8.9088, ""Про-045"": 8.7297, ""Про-046"": 9.0142, ""Про-047"": 13.452, ""Про-048"": 11.8091}",True
w405000977,улица Алеку Руссо,11,4,110.2,5.369,Про-028,Главная улица,5.369,0.0,21,"{""Про-028"": 5.369, ""Про-029"": 7.8994, ""Про-030"": 6.9552, ""Про-031"": 5.8561, ""Про-032"": 9.968, ""Про-033"": 6.6306, ""Про-034"": 6.0885, ""Про-035"": 6.0885, ""Про-036"": 6.0885, ""Про-037"": 8.852, ""Про-038"": 7.5228, ""Про-039"": 8.4896, ""Про-040"": 8.0093, ""Про-041"": 8.8162, ""Про-042"": 9.6744, ""Про-043"": 9.1285, ""Про-044"": 8.9088, ""Про-045"": 8.7297, ""Про-046"": 9.0142, ""Про-047"": 13.452, ""Про-048"": 11.8091}",True
w405000975,улица Алеку Руссо,12,4,78.4,5.369,Про-028,Главная улица,5.369,0.0,21,"{""Про-028"": 5.369, ""Про-029"": 7.8994, ""Про-030"": 6.9552, ""Про-031"": 5.8561, ""Про-032"": 9.968, ""Про-033"": 6.6306, ""Про-034"": 6.0885, ""Про-035"": 6.0885, ""Про-036"": 6.0885, ""Про-037"": 8.852, ""Про-038"": 7.5228, ""Про-039"": 8.4896, ""Про-040"": 8.0093, ""Про-041"": 8.8162, ""Про-042"": 9.6744, ""Про-043"": 9.1285, ""Про-044"": 8.9088, ""Про-045"": 8.7297, ""Про-046"": 9.0142, ""Про-047"": 13.452, ""Про-048"": 11.8091}",True
w405000978,улица Алеку Руссо,13,4,95.3,5.4938,Про-028,Главная улица,5.4938,0.0,21,"{""Про-028"": 5.4938, ""Про-029"": 8.0242, ""Про-030"": 7.08, ""Про-031"": 5.9809, ""Про-032"": 10.0928, ""Про-033"": 6.7554, ""Про-034"": 6.2133, ""Про-035"": 6.2133, ""Про-036"": 6.2133, ""Про-037"": 8.9768, ""Про-038"": 7.6477, ""Про-039"": 8.6144, ""Про-040"": 8.1341, ""Про-041"": 8.941, ""Про-042"": 9.7992, ""Про-043"": 9.2533, ""Про-044"": 9.0336, ""Про-045"": 8.8545, ""Про-046"": 9.139, ""Про-047"": 13.5768, ""Про-048"": 11.9339}",True
w405000979,улица Алеку Руссо,14,4,63.6,5.369,Про-028,Главная улица,5.369,0.0,21,"{""Про-028"": 5.369, ""Про-029"": 7.8994, ""Про-030"": 6.9552, ""Про-031"": 5.8561, ""Про-032"": 9.968, ""Про-033"": 6.6306, ""Про-034"": 6.0885, ""Про-035"": 6.0885, ""Про-036"": 6.0885, ""Про-037"": 8.852, ""Про-038"": 7.5228, ""Про-039"": 8.4896, ""Про-040"": 8.0093, ""Про-041"": 8.8162, ""Про-042"": 9.6744, ""Про-043"": 9.1285, ""Про-044"": 8.9088, ""Про-045"": 8.7297, ""Про-046"": 9.0142, ""Про-047"": 13.452, ""Про-048"": 11.8091}",True
w405000981,улица Алеку Руссо,15,4,70.2,5.4938,Про-028,Главная улица,5.4938,0.0,21,"{""Про-028"": 5.4938, ""Про-029"": 8.0242, ""Про-030"": 7.08, ""Про-031"": 5.9809, ""Про-032"": 10.0928, ""Про-033"": 6.7554, ""Про-034"": 6.2133, ""Про-035"": 6.2133, ""Про-036"": 6.2133, ""Про-037"": 8.9768, ""Про-038"": 7.6477, ""Про-039"": 8.6144, ""Про-040"": 8.1341, ""Про-041"": 8.941, ""Про-042"": 9.7992, ""Про-043"": 9.2533, ""Про-044"": 9.0336, ""Про-045"": 8.8545, ""Про-046"": 9.139, ""Про-047"": 13.5768, ""Про-048"": 11.9339}",True
w424745276,улица Алеку Руссо,16,4,51.5,5.369,Про-028,Главная улица,5.369,0.0,21,"{""Про-028"": 5.369, ""Про-029"": 7.8994, ""Про-030"": 6.9552, ""Про-031"": 5.8561, ""Про-032"": 9.968, ""Про-033"": 6.6306, ""Про-034"": 6.0885, ""Про-035"": 6.0885, ""Про-036"": 6.0885, ""Про-037"": 8.852, ""Про-038"": 7.5228, ""Про-039"": 8.4896, ""Про-040"": 8.0093, ""Про-041"": 8.8162, ""Про-042"": 9.6744, ""Про-043"": 9.1285, ""Про-044"": 8.9088, ""Про-045"": 8.7297, ""Про-046"": 9.0142, ""Про-047"": 13.452, ""Про-048"": 11.8091}",True
w424745274,улица Алеку Руссо,17,4,46.5,5.4938,Про-028,Главная улица,5.4938,0.0,21,"{""Про-028"": 5.4938, ""Про-029"": 8.0242, ""Про-030"": 7.08, ""Про-031"": 5.9809, ""Про-032"": 10.0928, ""Про-033"": 6.7554, ""Про-034"": 6.2133, ""Про-035"": 6.2133, ""Про-036"": 6.2133, ""Про-037"": 8.9768, ""Про-038"": 7.6477, ""Про-039"": 8.6144, ""Про-040"": 8.1341, ""Про-041"": 8.941, ""Про-042"": 9.7992, ""Про-043"": 9.2533, ""Про-044"": 9.0336, ""Про-045"": 8.8545, ""Про-046"": 9.139, ""Про-047"": 13.5768, ""Про-048"": 11.9339}",True
w424745278,улица Алеку Руссо,18,4,32.6,5.4938,Про-028,Главная улица,5.4938,0.0,21,"{""Про-028"": 5.4938, ""Про-029"": 8.0242, ""Про-030"": 7.08, ""Про-031"": 5.9809, ""Про-032"": 10.0928, ""Про-033"": 6.7554, ""Про-034"": 6.2133, ""Про-035"": 6.2133, ""Про-036"": 6.2133, ""Про-037"": 8.9768, ""Про-038"": 7.6477, ""Про-039"": 8.6144, ""Про-040"": 8.1341, ""Про-041"": 8.941, ""Про-042"": 9.7992, ""Про-043"": 9.2533, ""Про-044"": 9.0336, ""Про-045"": 8.8545, ""Про-046"": 9.139, ""Про-047"": 13.5768, ""Про-048"": 11.9339}",True
w424745277,улица Алеку Руссо,19,4,22.7,5.4938,Про-028,Главная улица,5.4938,0.0,21,"{""Про-028"": 5.4938, ""Про-029"": 8.0242, ""Про-030"": 7.08, ""Про-031"": 5.9809, ""Про-032"": 10.0928, ""Про-033"": 6.7554, ""Про-034"": 6.2133, ""Про-035"": 6.2133, ""Про-036"": 6.2133, ""Про-037"": 8.9768, ""Про-038"": 7.6477, ""Про-039"": 8.6144, ""Про-040"": 8.1341, ""Про-041"": 8.941, ""Про-042"": 9.7992, ""Про-043"": 9.2533, ""Про-044"": 9.0336, ""Про-045"": 8.8545, ""Про-046"": 9.139, ""Про-047"": 13.5768, ""Про-048"": 11.9339}",True
w425915838,улица Алеку Руссо,20,4,15.2,5.4938,Про-028,Главная улица,5.4938,0.0,21,"{""Про-028"": 5.4938, ""Про-029"": 8.0242, ""Про-030"": 7.08, ""Про-031"": 5.9809, ""Про-032"": 10.0928, ""Про-033"": 6.7554, ""Про-034"": 6.2133, ""Про-035"": 6.2133, ""Про-036"": 6.2133, ""Про-037"": 8.9768, ""Про-038"": 7.6477, ""Про-039"": 8.6144, ""Про-040"": 8.1341, ""Про-041"": 8.941, ""Про-042"": 9.7992, ""Про-043"": 9.2533, ""Про-044"": 9.0336, ""Про-045"": 8.8545, ""Про-046"": 9.139, ""Про-047"": 13.5768, ""Про-048"": 11.9339}",True
w425915837,улица Алеку Руссо,21,4,18.2,5.4938,Про-028,Главная улица,5.4938,0.0,21,"{""Про-028"": 5.4938, ""Про-029"": 8.0242, ""Про-030"": 7.08, ""Про-031"": 5.9809, ""Про-032"": 10.0928, ""Про-033"": 6.7554, ""Про-034"": 6.2133, ""Про-035"": 6.2133, ""Про-036"": 6.2133, ""Про-037"": 8.9768, ""Про-038"": 7.6477, ""Про-039"": 8.6144, ""Про-040"": 8.1341, ""Про-041"": 8.941, ""Про-042"": 9.7992, ""Про-043"": 9.2533, ""Про-044"": 9.0336, ""Про-045"": 8.8545, ""Про-046"": 9.139, ""Про-047"": 13.5768, ""Про-048"": 11.9339}",True
w441641177,улица Алеку Руссо,22,4,27.0,5.4938,Про-028,Главная улица,5.4938,0.0,21,"{""Про-028"": 5.4938, ""Про-029"": 8.0242, ""Про-030"": 7.08, ""Про-031"": 5.9809, ""Про-032"": 10.0928, ""Про-033"": 6.7554, ""Про-034"": 6.2133, ""Про-035"": 6.2133, ""Про-036"": 6.2133, ""Про-037"": 8.9768, ""Про-038"": 7.6477, ""Про-039"": 8.6144, ""Про-040"": 8.1341, ""Про-041"": 8.941, ""Про-042"": 9.7992, ""Про-043"": 9.2533, ""Про-044"": 9.0336, ""Про-045"": 8.8545, ""Про-046"": 9.139, ""Про-047"": 13.5768, ""Про-048"": 11.9339}",True
w441641179,улица Алеку Руссо,23,4,28.4,5.4938,Про-028,Главная улица,5.4938,0.0,21,"{""Про-028"": 5.4938, ""Про-029"": 8.0242, ""Про-030"": 7.08, ""Про-031"": 5.9809, ""Про-032"": 10.0928, ""Про-033"": 6.7554, ""Про-034"": 6.2133, ""Про-035"": 6.2133, ""Про-036"": 6.2133, ""Про-037"": 8.9768, ""Про-038"": 7.6477, ""Про-039"": 8.6144, ""Про-040"": 8.1341, ""Про-041"": 8.941, ""Про-042"": 9.7992, ""Про-043"": 9.2533, ""Про-044"": 9.0336, ""Про-045"": 8.8545, ""Про-046"": 9.139, ""Про-047"": 13.5768, ""Про-048"": 11.9339}",True
w442395866,улица Алеку Руссо,24,4,54.5,5.4938,Про-028,Главная улица,5.4938,0.0,21,"{""Про-028"": 5.4938, ""Про-029"": 8.0242, ""Про-030"": 7.08, ""Про-031"": 5.9809, ""Про-032"": 10.0928, ""Про-033"": 6.7554, ""Про-034"": 6.2133, ""Про-035"": 6.2133, ""Про-036"": 6.2133, ""Про-037"": 8.9768, ""Про-038"": 7.6477, ""Про-039"": 8.6144, ""Про-040"": 8.1341, ""Про-041"": 8.941, ""Про-042"": 9.7992, ""Про-043"": 9.2533, ""Про-044"": 9.0336, ""Про-045"": 8.8545, ""Про-046"": 9.139, ""Про-047"": 13.5768, ""Про-048"": 11.9339}",True
w441641178,улица Алеку Руссо,25,4,60.7,5.4938,Про-028,Главная улица,5.4938,0.0,21,"{""Про-028"": 5.4938, ""Про-029"": 8.0242, ""Про-030"": 7.08, ""Про-031"": 5.9809, ""Про-032"": 10.0928, ""Про-033"": 6.7554, ""Про-034"": 6.2133, ""Про-035"": 6.2133, ""Про-036"": 6.2133, ""Про-037"": 8.9768, ""Про-038"": 7.6477, ""Про-039"": 8.6144, ""Про-040"": 8.1341, ""Про-041"": 8.941, ""Про-042"": 9.7992, ""Про-043"": 9.2533, ""Про-044"": 9.0336, ""Про-045"": 8.8545, ""Про-046"": 9.139, ""Про-047"": 13.5768, ""Про-048"": 11.9339}",True
w442395865,улица Алеку Руссо,26,4,60.3,5.4894,Про-028,Главная улица,5.4894,0.0,21,"{""Про-028"": 5.4894, ""Про-029"": 8.0198, ""Про-030"": 7.0756, ""Про-031"": 5.9765, ""Про-032"": 10.0884, ""Про-033"": 6.751, ""Про-034"": 6.2089, ""Про-035"": 6.2089, ""Про-036"": 6.2089, ""Про-037"": 8.9724, ""Про-038"": 7.6433, ""Про-039"": 8.61, ""Про-040"": 8.1297, ""Про-041"": 8.9366, ""Про-042"": 9.7948, ""Про-043"": 9.2489, ""Про-044"": 9.0292, ""Про-045"": 8.8502, ""Про-046"": 9.1346, ""Про-047"": 13.5724, ""Про-048"": 11.9295}",True
w441641182,улица Алеку Руссо,27,4,85.2,5.4938,Про-028,Главная улица,5.4938,0.0,21,"{""Про-028"": 5.4938, ""Про-029"": 8.0242, ""Про-030"": 7.08, ""Про-031"": 5.9809, ""Про-032"": 10.0928, ""Про-033"": 6.7554, ""Про-034"": 6.2133, ""Про-035"": 6.2133, ""Про-036"": 6.2133, ""Про-037"": 8.9768, ""Про-038"": 7.6477, ""Про-039"": 8.6144, ""Про-040"": 8.1341, ""Про-041"": 8.941, ""Про-042"": 9.7992, ""Про-043"": 9.2533, ""Про-044"": 9.0336, ""Про-045"": 8.8545, ""Про-046"": 9.139, ""Про-047"": 13.5768, ""Про-048"": 11.9339}",True
w442395864,улица Алеку Руссо,28,4,54.8,5.5401,Про-028,Главная улица,5.5401,0.0,21,"{""Про-028"": 5.5401, ""Про-029"": 8.0705, ""Про-030"": 7.1264, ""Про-031"": 6.0272, ""Про-032"": 10.1391, ""Про-033"": 6.8017, ""Про-034"": 6.2596, ""Про-035"": 6.2596, ""Про-036"": 6.2596, ""Про-037"": 9.0231, ""Про-038"": 7.694, ""Про-039"": 8.6607, ""Про-040"": 8.1804, ""Про-041"": 8.9873, ""Про-042"": 9.8455, ""Про-043"": 9.2996, ""Про-044"": 9.0799, ""Про-045"": 8.9009, ""Про-046"": 9.1854, ""Про-047"": 13.6231, ""Про-048"": 11.9802}",True
w441641823,улица Алеку Руссо,29,4,82.0,5.5401,Про-028,Главная улица,5.5401,0.0,21,"{""Про-028"": 5.5401, ""Про-029"": 8.0705, ""Про-030"": 7.1264, ""Про-031"": 6.0272, ""Про-032"": 10.1391, ""Про-033"": 6.8017, ""Про-034"": 6.2596, ""Про-035"": 6.2596, ""Про-036"": 6.2596, ""Про-037"": 9.0231, ""Про-038"": 7.694, ""Про-039"": 8.6607, ""Про-040"": 8.1804, ""Про-041"": 8.9873, ""Про-042"": 9.8455, ""Про-043"": 9.2996, ""Про-044"": 9.0799, ""Про-045"": 8.9009, ""Про-046"": 9.1854, ""Про-047"": 13.6231, ""Про-048"": 11.9802}",True
w442395863,улица Алеку Руссо,30,4,57.2,5.5401,Про-028,Главная улица,5.5401,0.0,21,"{""Про-028"": 5.5401, ""Про-029"": 8.0705, ""Про-030"": 7.1264, ""Про-031"": 6.0272, ""Про-032"": 10.1391, ""Про-033"": 6.8017, ""Про-034"": 6.2596, ""Про-035"": 6.2596, ""Про-036"": 6.2596, ""Про-037"": 9.0231, ""Про-038"": 7.694, ""Про-039"": 8.6607, ""Про-040"": 8.1804, ""Про-041"": 8.9873, ""Про-042"": 9.8455, ""Про-043"": 9.2996, ""Про-044"": 9.0799, ""Про-045"": 8.9009, ""Про-046"": 9.1854, ""Про-047"": 13.6231, ""Про-048"": 11.9802}",True
w441641825,улица Алеку Руссо,31,4,87.0,5.5401,Про-028,Главная улица,5.5401,0.0,21,"{""Про-028"": 5.5401, ""Про-029"": 8.0705, ""Про-030"": 7.1264, ""Про-031"": 6.0272, ""Про-032"": 10.1391, ""Про-033"": 6.8017, ""Про-034"": 6.2596, ""Про-035"": 6.2596, ""Про-036"": 6.2596, ""Про-037"": 9.0231, ""Про-038"": 7.694, ""Про-039"": 8.6607, ""Про-040"": 8.1804, ""Про-041"": 8.9873, ""Про-042"": 9.8455, ""Про-043"": 9.2996, ""Про-044"": 9.0799, ""Про-045"": 8.9009, ""Про-046"": 9.1854, ""Про-047"": 13.6231, ""Про-048"": 11.9802}",True
w442395862,улица Алеку Руссо,32,4,52.2,5.611,Про-028,Главная улица,5.611,0.0,21,"{""Про-028"": 5.611, ""Про-029"": 8.1415, ""Про-030"": 7.1973, ""Про-031"": 6.0982, ""Про-032"": 10.21, ""Про-033"": 6.8727, ""Про-034"": 6.3306, ""Про-035"": 6.3306, ""Про-036"": 6.3306, ""Про-037"": 9.0941, ""Про-038"": 7.7649, ""Про-039"": 8.7317, ""Про-040"": 8.2514, ""Про-041"": 9.0583, ""Про-042"": 9.9165, ""Про-043"": 9.3705, ""Про-044"": 9.1508, ""Про-045"": 8.9718, ""Про-046"": 9.2563, ""Про-047"": 13.694, ""Про-048"": 12.0512}",True
w441641826,улица Алеку Руссо,33,4,61.3,5.7145,Про-028,Главная улица,5.7145,0.0,21,"{""Про-028"": 5.7145, ""Про-029"": 8.245, ""Про-030"": 7.3008, ""Про-031"": 6.2016, ""Про-032"": 10.3135, ""Про-033"": 6.9761, ""Про-034"": 6.434, ""Про-035"": 6.434, ""Про-036"": 6.434, ""Про-037"": 9.1976, ""Про-038"": 7.8684, ""Про-039"": 8.8351, ""Про-040"": 8.3548, ""Про-041"": 9.1617, ""Про-042"": 10.0199, ""Про-043"": 9.474, ""Про-044"": 9.2543, ""Про-045"": 9.0753, ""Про-046"": 9.3598, ""Про-047"": 13.7975, ""Про-048"": 12.1547}",True
w441641827,улица Алеку Руссо,35,4,37.5,5.7145,Про-028,Главная улица,5.7145,0.0,21,"{""Про-028"": 5.7145, ""Про-029"": 8.245, ""Про-030"": 7.3008, ""Про-031"": 6.2016, ""Про-032"": 10.3135, ""Про-033"": 6.9761, ""Про-034"": 6.434, ""Про-035"": 6.434, ""Про-036"": 6.434, ""Про-037"": 9.1976, ""Про-038"": 7.8684, ""Про-039"": 8.8351, ""Про-040"": 8.3548, ""Про-041"": 9.1617, ""Про-042"": 10.0199, ""Про-043"": 9.474, ""Про-044"": 9.2543, ""Про-045"": 9.0753, ""Про-046"": 9.3598, ""Про-047"": 13.7975, ""Про-048"": 12.1547}",True
w441641829,улица Алеку Руссо,37,4,15.6,5.7145,Про-028,Главная улица,5.7145,0.0,21,"{""Про-028"": 5.7145, ""Про-029"": 8.245, ""Про-030"": 7.3008, ""Про-031"": 6.2016, ""Про-032"": 10.3135, ""Про-033"": 6.9761, ""Про-034"": 6.434, ""Про-035"": 6.434, ""Про-036"": 6.434, ""Про-037"": 9.1976, ""Про-038"": 7.8684, ""Про-039"": 8.8351, ""Про-040"": 8.3548, ""Про-041"": 9.1617, ""Про-042"": 10.0199, ""Про-043"": 9.474, ""Про-044"": 9.2543, ""Про-045"": 9.0753, ""Про-046"": 9.3598, ""Про-047"": 13.7975, ""Про-048"": 12.1547}",True
w441641830,улица Алеку Руссо,38,4,19.5,5.7145,Про-028,Главная улица,5.7145,0.0,21,"{""Про-028"": 5.7145, ""Про-029"": 8.245, ""Про-030"": 7.3008, ""Про-031"": 6.2016, ""Про-032"": 10.3135, ""Про-033"": 6.9761, ""Про-034"": 6.434, ""Про-035"": 6.434, ""Про-036"": 6.434, ""Про-037"": 9.1976, ""Про-038"": 7.8684, ""Про-039"": 8.8351, ""Про-040"": 8.3548, ""Про-041"": 9.1617, ""Про-042"": 10.0199, ""Про-043"": 9.474, ""Про-044"": 9.2543, ""Про-045"": 9.0753, ""Про-046"": 9.3598, ""Про-047"": 13.7975, ""Про-048"": 12.1547}",True
w231243206,улица Космонавтов,1,4,19.0,5.8362,Про-028,Главная улица,5.8362,0.0,21,"{""Про-028"": 5.8362, ""Про-029"": 7.0117, ""Про-030"": 6.6852, ""Про-031"": 5.8362, ""Про-032"": 9.524, ""Про-033"": 6.4381, ""Про-034"": 5.896, ""Про-035"": 5.896, ""Про-036"": 5.896, ""Про-037"": 7.9643, ""Про-038"": 6.983, ""Про-039"": 7.6018, ""Про-040"": 7.1215, ""Про-041"": 7.9284, ""Про-042"": 9.2304, ""Про-043"": 8.2407, ""Про-044"": 8.021, ""Про-045"": 7.842, ""Про-046"": 8.1265, ""Про-047"": 13.1358, ""Про-048"": 10.8276}",True
w231243208,улица Космонавтов,1a,4,20.9,5.9001,Про-028,Главная улица,5.9001,0.0,21,"{""Про-028"": 5.9001, ""Про-029"": 7.0755, ""Про-030"": 6.7491, ""Про-031"": 5.9001, ""Про-032"": 9.5878, ""Про-033"": 6.502, ""Про-034"": 5.9599, ""Про-035"": 5.9599, ""Про-036"": 5.9599, ""Про-037"": 8.0281, ""Про-038"": 7.0469, ""Про-039"": 7.6657, ""Про-040"": 7.1854, ""Про-041"": 7.9923, ""Про-042"": 9.2943, ""Про-043"": 8.3046, ""Про-044"": 8.0849, ""Про-045"": 7.9058, ""Про-046"": 8.1903, ""Про-047"": 13.1997, ""Про-048"": 10.8915}",True
n2337912625,улица Космонавтов,2а,4,16.4,5.9001,Про-028,Главная улица,5.9001,0.0,21,"{""Про-028"": 5.9001, ""Про-029"": 7.0755, ""Про-030"": 6.7491, ""Про-031"": 5.9001, ""Про-032"": 9.5878, ""Про-033"": 6.502, ""Про-034"": 5.9599, ""Про-035"": 5.9599, ""Про-036"": 5.9599, ""Про-037"": 8.0281, ""Про-038"": 7.0469, ""Про-039"": 7.6657, ""Про-040"": 7.1854, ""Про-041"": 7.9923, ""Про-042"": 9.2943, ""Про-043"": 8.3046, ""Про-044"": 8.0849, ""Про-045"": 7.9058, ""Про-046"": 8.1903, ""Про-047"": 13.1997, ""Про-048"": 10.8915}",True
w352042541,улица Космонавтов,3,4,41.1,5.8362,Про-028,Главная улица,5.8362,0.0,21,"{""Про-028"": 5.8362, ""Про-029"": 7.0117, ""Про-030"": 6.6852, ""Про-031"": 5.8362, ""Про-032"": 9.524, ""Про-033"": 6.4381, ""Про-034"": 5.896, ""Про-035"": 5.896, ""Про-036"": 5.896, ""Про-037"": 7.9643, ""Про-038"": 6.983, ""Про-039"": 7.6018, ""Про-040"": 7.1215, ""Про-041"": 7.9284, ""Про-042"": 9.2304, ""Про-043"": 8.2407, ""Про-044"": 8.021, ""Про-045"": 7.842, ""Про-046"": 8.1265, ""Про-047"": 13.1358, ""Про-048"": 10.8276}",True
w352160049,улица Космонавтов,4,4,20.9,5.8362,Про-028,Главная улица,5.8362,0.0,21,"{""Про-028"": 5.8362, ""Про-029"": 7.0117, ""Про-030"": 6.6852, ""Про-031"": 5.8362, ""Про-032"": 9.524, ""Про-033"": 6.4381, ""Про-034"": 5.896, ""Про-035"": 5.896, ""Про-036"": 5.896, ""Про-037"": 7.9643, ""Про-038"": 6.983, ""Про-039"": 7.6018, ""Про-040"": 7.1215, ""Про-041"": 7.9284, ""Про-042"": 9.2304, ""Про-043"": 8.2407, ""Про-044"": 8.021, ""Про-045"": 7.842, ""Про-046"": 8.1265, ""Про-047"": 13.1358, ""Про-048"": 10.8276}",True
w352042540,улица Космонавтов,5,4,56.7,5.8362,Про-028,Главная улица,5.8362,0.0,21,"{""Про-028"": 5.8362, ""Про-029"": 7.0117, ""Про-030"": 6.6852, ""Про-031"": 5.8362, ""Про-032"": 9.524, ""Про-033"": 6.4381, ""Про-034"": 5.896, ""Про-035"": 5.896, ""Про-036"": 5.896, ""Про-037"": 7.9643, ""Про-038"": 6.983, ""Про-039"": 7.6018, ""Про-040"": 7.1215, ""Про-041"": 7.9284, ""Про-042"": 9.2304, ""Про-043"": 8.2407, ""Про-044"": 8.021, ""Про-045"": 7.842, ""Про-046"": 8.1265, ""Про-047"": 13.1358, ""Про-048"": 10.8276}",True
w231243205,улица Космонавтов,6,4,25.7,5.8362,Про-028,Главная улица,5.8362,0.0,21,"{""Про-028"": 5.8362, ""Про-029"": 7.0117, ""Про-030"": 6.6852, ""Про-031"": 5.8362, ""Про-032"": 9.524, ""Про-033"": 6.4381, ""Про-034"": 5.896, ""Про-035"": 5.896, ""Про-036"": 5.896, ""Про-037"": 7.9643, ""Про-038"": 6.983, ""Про-039"": 7.6018, ""Про-040"": 7.1215, ""Про-041"": 7.9284, ""Про-042"": 9.2304, ""Про-043"": 8.2407, ""Про-044"": 8.021, ""Про-045"": 7.842, ""Про-046"": 8.1265, ""Про-047"": 13.1358, ""Про-048"": 10.8276}",True
w352160030,улица Космонавтов,7,4,36.7,5.9781,Про-028,Главная улица,5.9781,0.0,21,"{""Про-028"": 5.9781, ""Про-029"": 6.8698, ""Про-030"": 6.5434, ""Про-031"": 5.9781, ""Про-032"": 9.3821, ""Про-033"": 6.4901, ""Про-034"": 6.0379, ""Про-035"": 6.0379, ""Про-036"": 6.0379, ""Про-037"": 7.8224, ""Про-038"": 6.8412, ""Про-039"": 7.46, ""Про-040"": 6.9797, ""Про-041"": 7.7866, ""Про-042"": 9.0886, ""Про-043"": 8.0989, ""Про-044"": 7.8791, ""Про-045"": 7.7001, ""Про-046"": 7.9846, ""Про-047"": 13.2367, ""Про-048"": 10.6857}",True
w352156643,улица Космонавтов,12,4,19.4,5.728,Про-028,Главная улица,5.728,0.0,21,"{""Про-028"": 5.728, ""Про-029"": 7.1055, ""Про-030"": 6.6545, ""Про-031"": 5.728, ""Про-032"": 9.6178, ""Про-033"": 6.3299, ""Про-034"": 5.7878, ""Про-035"": 5.7878, ""Про-036"": 5.7878, ""Про-037"": 8.0581, ""Про-038"": 7.0769, ""Про-039"": 7.6957, ""Про-040"": 7.2154, ""Про-041"": 8.0223, ""Про-042"": 9.3243, ""Про-043"": 8.3346, ""Про-044"": 8.1149, ""Про-045"": 7.9358, ""Про-046"": 8.2203, ""Про-047"": 13.0276, ""Про-048"": 10.76}",True
n2337912620,улица Космонавтов,46,4,19.2,6.2011,Про-033,Санаторная улица,6.2011,0.0,21,"{""Про-028"": 6.2527, ""Про-029"": 6.5808, ""Про-030"": 6.2544, ""Про-031"": 6.2527, ""Про-032"": 9.0931, ""Про-033"": 6.2011, ""Про-034"": 6.278, ""Про-035"": 6.278, ""Про-036"": 6.278, ""Про-037"": 7.5334, ""Про-038"": 6.5522, ""Про-039"": 7.171, ""Про-040"": 6.6907, ""Про-041"": 7.4976, ""Про-042"": 8.7996, ""Про-043"": 7.8099, ""Про-044"": 7.5901, ""Про-045"": 7.4111, ""Про-046"": 7.6956, ""Про-047"": 12.9477, ""Про-048"": 10.3967}",True
w352285324,улица Мира,1,3,39.5,4.6984,Про-035,переулок Куйбышева,4.6984,0.0,21,"{""Про-028"": 5.0441, ""Про-029"": 7.8084, ""Про-030"": 6.8042, ""Про-031"": 5.0441, ""Про-032"": 9.2738, ""Про-033"": 6.3011, ""Про-034"": 5.759, ""Про-035"": 4.6984, ""Про-036"": 4.9877, ""Про-037"": 8.4857, ""Про-038"": 7.3719, ""Про-039"": 8.3986, ""Про-040"": 7.9183, ""Про-041"": 8.7252, ""Про-042"": 8.9803, ""Про-043"": 9.0375, ""Про-044"": 8.8177, ""Про-045"": 8.6387, ""Про-046"": 8.9232, ""Про-047"": 13.9601, ""Про-048"": 11.7181}",True
w352285325,улица Мира,3,3,27.0,4.777,Про-035,переулок Куйбышева,4.777,0.0,21,"{""Про-028"": 5.1227, ""Про-029"": 7.7297, ""Про-030"": 6.7256, ""Про-031"": 5.1227, ""Про-032"": 9.3525, ""Про-033"": 6.2224, ""Про-034"": 5.6803, ""Про-035"": 4.777, ""Про-036"": 5.0664, ""Про-037"": 8.5643, ""Про-038"": 7.2932, ""Про-039"": 8.3199, ""Про-040"": 7.8396, ""Про-041"": 8.6465, ""Про-042"": 9.059, ""Про-043"": 8.9588, ""Про-044"": 8.7391, ""Про-045"": 8.5601, ""Про-046"": 8.8445, ""Про-047"": 13.8814, ""Про-048"": 11.6394}",True
w352285315,улица Мира,4,3,40.6,4.6674,Про-035,переулок Куйбышева,4.6674,0.0,21,"{""Про-028"": 5.0131, ""Про-029"": 7.7825, ""Про-030"": 6.7783, ""Про-031"": 5.0131, ""Про-032"": 9.2429, ""Про-033"": 6.2751, ""Про-034"": 5.733, ""Про-035"": 4.6674, ""Про-036"": 4.9568, ""Про-037"": 8.4547, ""Про-038"": 7.3459, ""Про-039"": 8.3727, ""Про-040"": 7.8924, ""Про-041"": 8.6993, ""Про-042"": 8.9493, ""Про-043"": 9.0115, ""Про-044"": 8.7918, ""Про-045"": 8.6128, ""Про-046"": 8.8973, ""Про-047"": 13.991, ""Про-048"": 11.6922}",True
